Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
Black,Male,27,Clarinda Correctional Facility,Prison,2019,2022,08/16/2018,01/08/2019,4,Parole Granted,20471827,Aggravated Misdemeanor,Violent,Assault,true,Tech,84,2.8,708.7(2),Aggravated Misdemeanor,Violent,Assault,Low
White,Female,33,Iowa Correctional Institution for Women,Work Release,2019,2022,05/07/2018,10/22/2018,5,Parole Granted,20328695,D Felony,Public Order,OWI,true,Tech,"1,061",35.4,321J.2(C),D Felony,Public Order,OWI,Low
Hispanic,Male,27,Fort Dodge Correctional Facility,Prison,2019,2022,08/06/2018,02/28/2019,6,Discharged - Expiration of Sentence,20306542,D Felony,Property,Vandalism,true,New Charge,756,25.2,708.11(3)(b)(1),D Felony,Violent,Assault,Moderate
White,Female,33,Iowa Correctional Institution for Women,Prison,2019,2022,01/08/2018,07/30/2018,6,Paroled w/Immediate Discharge,20387215,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,31,Fort Dodge Correctional Facility,Prison,2019,2022,11/15/2018,03/14/2019,3,Discharged - Expiration of Sentence,20349051,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,33,Mount Pleasant Correctional Facility,Prison,2019,2022,03/23/2018,05/02/2019,13,Parole Granted,20450072,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,New Charge,473,15.8,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
Black,Male,26,Mount Pleasant Correctional Facility,Prison,2019,2022,07/25/2017,08/07/2018,12,Parole Granted,20327963,Aggravated Misdemeanor,Public Order,Alcohol,true,New Charge,485,16.2,713.5,C Felony,Property,Burglary,High
White,Female,32,Iowa Correctional Institution for Women,Prison,2019,2022,11/29/2018,06/27/2019,6,Parole Granted,20358875,D Felony,Property,Theft,false,,,,,,,,Low
Black,Male,28,Districts/Compact Regions,Work Release,2019,2022,05/03/2018,07/17/2018,2,Parole Granted,20290976,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,35,Districts/Compact Regions,Work Release,2019,2022,05/18/2018,09/02/2018,3,Discharged - Expiration of Sentence,20344254,D Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Male,35,Iowa Medical & Classification Center,Work Release,2019,2022,03/20/2018,08/30/2018,5,Parole Granted,20332684,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,222,7.4,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,35,Districts/Compact Regions,Work Release,2019,2022,08/15/2018,11/13/2018,2,Parole Granted,20061638,C Felony,Drug,Trafficking,true,Tech,238,7.9,714.2(1),C Felony,Property,Theft,High
White,Male,35,North Central Correctional Facility,Prison,2019,2022,12/29/2017,07/05/2018,6,Parole Granted,20318558,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,168,5.6,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
Hispanic,Female,33,Iowa Correctional Institution for Women,Prison,2019,2022,10/17/2018,05/30/2019,7,Discharged - Expiration of Sentence,817151,C Felony,Violent,Robbery,false,,,,,,,,High
White,Male,20,Districts/Compact Regions,Work Release,2019,2022,11/28/2018,04/20/2019,4,Discharged - Expiration of Sentence,20466387,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,High
Black,Male,39,Iowa Medical & Classification Center,Work Release,2019,2022,03/21/2018,07/03/2018,3,Parole Granted,792009,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,High
White,Male,27,Anamosa State Penitentiary,Prison,2019,2022,03/27/2018,01/29/2019,10,Discharged - Expiration of Sentence,20260765,D Felony,Property,Theft,false,,,,,,,,High
Black,Male,24,Fort Dodge Correctional Facility,Prison,2019,2022,10/30/2017,05/16/2019,18,Parole Granted,20259330,D Felony,Other,Other Criminal,false,,,,,,,,High
White,Male,35,Mount Pleasant Correctional Facility,Prison,2019,2022,01/19/2018,08/08/2018,6,Discharged - Expiration of Sentence,20209194,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,26,Clarinda Correctional Facility,Prison,2019,2022,12/07/2017,08/28/2018,8,Discharged - Expiration of Sentence,20340879,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
American Indian or Alaska Native,Female,32,Iowa Correctional Institution for Women,Prison,2019,2022,05/24/2018,12/12/2018,6,Paroled w/Immediate Discharge,20395476,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,Low
American Indian or Alaska Native,Male,39,Mount Pleasant Correctional Facility,Prison,2019,2022,10/03/2018,02/25/2019,4,Discharged - Expiration of Sentence,20389473,Aggravated Misdemeanor,Property,Burglary,false,,,,,,,,Moderate
American Indian or Alaska Native,Male,34,Iowa Medical & Classification Center,Work Release,2019,2022,01/24/2019,05/22/2019,3,Parole Granted,20422036,D Felony,Drug,Drug Possession,true,New Charge,616,20.5,713.6A,D Felony,Property,Burglary,Moderate
White,Male,37,Clarinda Correctional Facility,Prison,2019,2022,08/21/2017,07/31/2018,11,Discharged - Expiration of Sentence,20379524,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,38,Districts/Compact Regions,Work Release,2019,2022,02/05/2019,05/15/2019,3,Parole Granted,20270505,B Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,22,Iowa Medical & Classification Center,Prison,2019,2022,04/10/2018,10/03/2018,5,Discharged - Expiration of Sentence,20308365,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,40,Newton Correctional Facility,Prison,2019,2022,11/01/2017,10/18/2018,11,Parole Granted,20261355,C Felony,Violent,Sex,false,,,,,,,,Low
White,Male,41,Newton Correctional Facility,Prison,2019,2022,05/07/2015,03/21/2019,46,Released to Special Sentence,20313055,C Felony,Violent,Sex,false,,,,,,,,
White,Male,27,Mount Pleasant Correctional Facility,Prison,2019,2022,02/16/2018,02/20/2019,12,Parole Granted,20388479,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,35,Iowa Medical & Classification Center,Work Release,2019,2022,11/29/2018,04/08/2019,4,Parole Granted,860605,B Felony,Drug,Trafficking,true,New Charge,99,3.3,124.401(1)(b)(7),B Felony,Drug,Trafficking,Moderate
White,Male,34,Clarinda Correctional Facility,Prison,2019,2022,01/10/2019,06/18/2019,5,Parole Granted,20299094,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,37,Districts/Compact Regions,Work Release,2019,2022,02/15/2019,06/11/2019,3,Parole Granted,20400438,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,28,Iowa Medical & Classification Center,Work Release,2019,2022,08/27/2018,01/15/2019,4,Released to Special Sentence,20406918,Special Sentence 2005,Violent,Sex,true,New Charge,192,6.4,908.5(2)B,D Felony,Other,Other Criminal,Low
White,Male,34,Iowa Medical & Classification Center,Work Release,2019,2022,04/13/2018,11/14/2018,7,Parole Granted,20406100,D Felony,Drug,Drug Possession,true,Tech,351,11.7,124.401(5)(c),D Felony,Drug,Drug Possession,Low
Black,Male,35,Districts/Compact Regions,Work Release,2019,2022,11/13/2018,02/04/2019,2,Parole Granted,20020103,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,32,Iowa Medical & Classification Center,Work Release,2019,2022,09/12/2018,12/17/2018,3,Parole Granted,867007,C Felony,Property,Burglary,true,Tech,98,3.3,713.5,C Felony,Property,Burglary,High
White,Female,23,Iowa Correctional Institution for Women,Prison,2019,2022,09/25/2017,02/28/2019,17,Parole Granted,20364858,C Felony,Drug,Trafficking,true,Tech,131,4.4,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Female,31,Iowa Correctional Institution for Women,Work Release,2019,2022,02/19/2018,07/16/2018,4,Parole Granted,20402476,D Felony,Public Order,OWI,true,Tech,504,16.8,321J.2(C),D Felony,Public Order,OWI,Low
Hispanic,Male,24,Districts/Compact Regions,Work Release,2019,2022,10/04/2018,12/07/2018,2,Parole Granted,20414649,D Felony,Property,Theft,false,,,,,,,,High
Black,Male,29,Newton Correctional Facility,Prison,2019,2022,07/31/2017,02/26/2019,18,Released to Special Sentence,20418368,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,High
White,Male,24,Fort Dodge Correctional Facility,Prison,2019,2022,03/20/2018,06/10/2019,14,Parole Granted,20261480,B Felony,Other,Other Criminal,true,Tech,709,23.6,706A.4,B Felony,Other,Other Criminal,Low
White,Female,42,Districts/Compact Regions,Work Release,2019,2022,08/23/2018,12/21/2018,3,Parole Granted,20294636,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,29,Newton Correctional Facility,Prison,2019,2022,05/16/2014,11/30/2018,54,Released to Special Sentence,20270524,C Felony,Violent,Sex,false,,,,,,,,Low
White,Male,39,Clarinda Correctional Facility,Prison,2019,2022,04/04/2017,10/25/2018,18,Discharged - Expiration of Sentence,20267997,C Felony,Property,Theft,false,,,,,,,,High
Black,Male,20,Fort Dodge Correctional Facility,Prison,2019,2022,11/17/2016,09/04/2018,21,Parole Granted,20357227,C Felony,Property,Theft,true,Tech,428,14.3,714.2(1),C Felony,Property,Theft,High
Black,Male,29,Clarinda Correctional Facility,Prison,2019,2022,12/05/2017,11/02/2018,10,Paroled to Detainer - U.S. Marshall,20205829,D Felony,Public Order,Traffic,false,,,,,,,,High
White,Male,31,Mount Pleasant Correctional Facility,Prison,2019,2022,10/25/2018,04/01/2019,5,Parole Granted,20190507,C Felony,Drug,Trafficking,true,Tech,318,10.6,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Female,30,Iowa Correctional Institution for Women,Prison,2019,2022,03/05/2018,08/21/2018,5,Discharged - Expiration of Sentence,20447529,Aggravated Misdemeanor,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,25,Mount Pleasant Correctional Facility,Prison,2019,2022,07/24/2017,01/24/2019,18,Discharged - Expiration of Sentence,20332393,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,23,Anamosa State Penitentiary,Prison,2019,2022,03/22/2018,03/18/2019,11,Parole Granted,20269014,C Felony,Property,Burglary,true,Tech,520,17.3,713.5,C Felony,Property,Burglary,High
Black,Male,25,Districts/Compact Regions,Prison,2019,2022,03/22/2018,10/24/2018,7,Paroled w/Immediate Discharge,20228634,C Felony,Drug,Trafficking,false,,,,,,,,Low
Hispanic,Male,37,Anamosa State Penitentiary,Prison,2019,2022,04/21/2017,07/16/2018,14,Parole Granted,20368279,D Felony,Property,Burglary,true,Tech,372,12.4,713.6A,D Felony,Property,Burglary,High
White,Male,38,Fort Dodge Correctional Facility,Prison,2019,2022,06/23/2014,11/26/2018,53,Discharged - Expiration of Sentence,20274574,D Felony,Property,Theft,true,New Charge,584,19.5,713.6A,D Felony,Property,Burglary,Moderate
Black,Male,25,Fort Dodge Correctional Facility,Prison,2019,2022,09/14/2018,12/20/2018,3,Discharged - Expiration of Sentence,20198719,C Felony,Property,Theft,false,,,,,,,,High
White,Female,30,Iowa Correctional Institution for Women,Prison,2019,2022,07/19/2018,03/07/2019,7,Paroled to Detainer - INS,20467829,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Female,23,Iowa Correctional Institution for Women,Prison,2019,2022,12/17/2018,06/18/2019,6,Parole Granted,20485081,D Felony,Drug,Drug Possession,true,Tech,169,5.6,124.401(5)(c),D Felony,Drug,Drug Possession,High
Black,Male,31,Iowa Medical & Classification Center,Work Release,2019,2022,08/07/2018,11/13/2018,3,Parole Granted,20099101,C Felony,Violent,Other Violent,true,Tech,405,13.5,"706.3,A",C Felony,Violent,Other Violent,Low
Black,Male,27,Iowa Medical & Classification Center,Work Release,2019,2022,03/20/2019,06/10/2019,2,Parole Granted,20331673,D Felony,Violent,Assault,true,Tech,245,8.2,708.2A(4),D Felony,Violent,Assault,High
Black,Female,36,Districts/Compact Regions,Work Release,2019,2022,12/19/2018,03/22/2019,3,Parole Granted,743038,B Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,46,Clarinda Correctional Facility,Prison,2019,2022,10/31/2018,03/08/2019,4,Paroled to Detainer - Iowa,20199483,D Felony,Drug,Trafficking,false,,,,,,,,Low
White,Female,37,Iowa Correctional Institution for Women,Prison,2019,2022,07/27/2018,05/14/2019,9,Parole Granted,20292977,C Felony,Drug,Trafficking,true,Tech,170,5.7,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,35,Districts/Compact Regions,Work Release,2019,2022,11/13/2018,03/01/2019,3,Paroled to Detainer - INS,20305751,C Felony,Violent,Murder/Manslaughter,false,,,,,,,,High
Black,Male,39,North Central Correctional Facility,Prison,2019,2022,03/08/2018,10/26/2018,7,Parole Granted,20448047,D Felony,Property,Burglary,true,Tech,430,14.3,713.6A,D Felony,Property,Burglary,High
Black,Male,38,Clarinda Correctional Facility,Prison,2019,2022,02/23/2017,04/18/2019,25,Discharged - Expiration of Sentence,20287842,D Felony,Violent,Assault,false,,,,,,,,High
White,Female,24,Iowa Correctional Institution for Women,Prison,2019,2022,05/30/2017,01/24/2019,19,Released to Special Sentence,20410022,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,357,11.9,908.5(2)B,D Felony,Other,Other Criminal,High
Black,Male,26,Fort Dodge Correctional Facility,Prison,2019,2022,03/06/2018,11/19/2018,8,Discharged - Expiration of Sentence,20447625,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
White,Male,26,Districts/Compact Regions,Work Release,2019,2022,02/05/2019,05/30/2019,3,Parole Granted,20376913,D Felony,Drug,Trafficking,false,,,,,,,,Moderate
Black,Male,28,Iowa Medical & Classification Center,Prison,2019,2022,05/21/2018,11/15/2018,5,Paroled to Detainer - INS,20249610,D Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,27,North Central Correctional Facility,Prison,2019,2022,12/14/2016,07/09/2018,18,Paroled w/Immediate Discharge,20320090,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
Black,Male,28,Mount Pleasant Correctional Facility,Prison,2019,2022,08/31/2018,05/09/2019,8,Parole Granted,20293181,C Felony,Property,Burglary,false,,,,,,,,Moderate
White,Male,37,Fort Dodge Correctional Facility,Prison,2019,2022,06/13/2018,04/18/2019,10,Parole Granted,20371324,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,29,Anamosa State Penitentiary,Prison,2019,2022,08/12/2013,08/10/2018,59,Discharged - Expiration of Sentence,20213654,D Felony,Violent,Assault,true,New Charge,530,17.7,708.3A(3),Aggravated Misdemeanor,Violent,Assault,High
White,Male,35,North Central Correctional Facility,Prison,2019,2022,11/13/2017,11/27/2018,12,Parole Granted,20433693,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,33,Iowa Medical & Classification Center,Work Release,2019,2022,08/07/2018,12/11/2018,4,Parole Granted,20326420,C Felony,Drug,Trafficking,true,Tech,363,12.1,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,35,Newton Correctional Facility,Prison,2019,2022,04/27/2017,09/27/2018,17,Parole Granted,20383331,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,474,15.8,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,38,Mount Pleasant Correctional Facility,Prison,2019,2022,02/05/2018,04/22/2019,14,Parole Granted,20237739,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,32,Newton Correctional Facility,Prison,2019,2022,04/10/2018,12/07/2018,7,Parole Granted,20321502,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,284,9.5,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,47,Mount Pleasant Correctional Facility,Prison,2019,2022,09/27/2018,06/13/2019,8,Parole Granted,20440710,D Felony,Drug,Trafficking,false,,,,,,,,Moderate
Black,Male,27,Mount Pleasant Correctional Facility,Prison,2019,2022,06/26/2018,12/24/2018,5,Discharged - Expiration of Sentence,20414516,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,37,Fort Dodge Correctional Facility,Prison,2019,2022,12/19/2018,03/24/2019,3,Discharged - Expiration of Sentence,20392937,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,29,Mount Pleasant Correctional Facility,Prison,2019,2022,01/29/2018,07/15/2018,5,Discharged - Expiration of Sentence,20423319,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,31,Fort Dodge Correctional Facility,Prison,2019,2022,05/24/2018,04/17/2019,10,Parole Granted,20361183,D Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,30,Mount Pleasant Correctional Facility,Prison,2019,2022,11/27/2017,08/24/2018,8,Discharged - Expiration of Sentence,20433769,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Female,27,Iowa Correctional Institution for Women,Prison,2019,2022,08/24/2016,08/30/2018,24,Parole Granted,20365274,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,35,Fort Dodge Correctional Facility,Prison,2019,2022,01/08/2018,03/01/2019,13,Paroled to Detainer - Out of State,20446054,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,34,Clarinda Correctional Facility,Prison,2019,2022,11/14/2018,04/25/2019,5,Parole Granted,20262444,D Felony,Property,Burglary,true,Tech,736,24.5,713.6A,D Felony,Property,Burglary,High
White,Male,27,Newton Correctional Facility,Prison,2019,2022,10/06/2017,04/23/2019,18,Released to Special Sentence,20427874,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,86,2.9,908.5(2)B,D Felony,Other,Other Criminal,High
White,Male,29,Fort Dodge Correctional Facility,Prison,2019,2022,02/15/2017,01/16/2019,23,Paroled w/Immediate Discharge,20383083,D Felony,Property,Theft,true,New Charge,730,24.3,707.3,B Felony,Violent,Murder/Manslaughter,High
White,Male,29,Clarinda Correctional Facility,Prison,2019,2022,04/17/2017,04/08/2019,23,Parole Granted,20358971,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,38,Fort Dodge Correctional Facility,Prison,2019,2022,02/15/2018,02/22/2019,12,Paroled to Detainer - U.S. Marshall,20246561,D Felony,Public Order,OWI,false,,,,,,,,High
Black,Female,32,Iowa Correctional Institution for Women,Prison,2019,2022,07/05/2018,02/22/2019,7,Discharged - Expiration of Sentence,20332904,D Felony,Public Order,Traffic,false,,,,,,,,High
White,Female,23,Iowa Correctional Institution for Women,Prison,2019,2022,02/07/2019,06/04/2019,3,Parole Granted,20405424,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,07/12/2018,01/31/2019,6,Parole Granted,911942,B Felony,Drug,Trafficking,true,Tech,97,3.2,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
White,Male,30,Fort Dodge Correctional Facility,Prison,2019,2022,05/07/2018,12/16/2018,7,Paroled to Detainer - Out of State,20294587,C Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,29,Districts/Compact Regions,Work Release,2019,2022,03/06/2019,06/04/2019,2,Parole Granted,20173853,C Felony,Violent,Robbery,false,,,,,,,,High
Black,Male,25,Mount Pleasant Correctional Facility,Prison,2019,2022,08/17/2018,04/01/2019,7,Parole Granted,20345038,C Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,33,Fort Dodge Correctional Facility,Prison,2019,2022,01/22/2019,05/01/2019,3,Paroled to Detainer - U.S. Marshall,20194642,B Felony,Other,Other Criminal,false,,,,,,,,Low
White,Female,40,Iowa Correctional Institution for Women,Prison,2019,2022,09/27/2018,12/26/2018,2,Paroled w/Immediate Discharge,20248867,C Felony,Drug,Trafficking,false,,,,,,,,Low
Hispanic,Male,23,Fort Dodge Correctional Facility,Prison,2019,2022,08/15/2016,08/16/2018,24,Paroled to Detainer - INS,20275361,C Felony,Property,Burglary,true,Tech,"1,082",36.1,713.5,C Felony,Property,Burglary,High
Hispanic,Female,23,Iowa Correctional Institution for Women,Prison,2019,2022,08/07/2018,01/20/2019,5,Discharged - Expiration of Sentence,20394777,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Female,20,Iowa Correctional Institution for Women,Prison,2019,2022,02/07/2018,09/11/2018,7,Discharged - Expiration of Sentence,20380775,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
White,Male,35,Iowa Medical & Classification Center,Work Release,2019,2022,04/20/2018,08/01/2018,3,Parole Granted,20336010,D Felony,Drug,Other Drug,true,Tech,202,6.7,719.8,D Felony,Drug,Other Drug,High
White,Male,33,Newton Correctional Facility,Prison,2019,2022,10/20/2016,11/30/2018,25,Released to Special Sentence,20373430,D Felony,Violent,Sex,false,,,,,,,,
Black,Male,23,Fort Dodge Correctional Facility,Prison,2019,2022,07/12/2018,05/13/2019,10,Parole Granted,20323249,D Felony,Property,Theft,true,Tech,584,19.5,708.8,D Felony,Violent,Assault,High
White,Female,28,Iowa Correctional Institution for Women,Prison,2019,2022,09/22/2016,01/10/2019,27,Parole Granted,20376667,B Felony,Drug,Trafficking,false,,,,,,,,Low
American Indian or Alaska Native,Male,27,Mount Pleasant Correctional Facility,Prison,2019,2022,06/14/2018,08/01/2018,1,Discharged - Expiration of Sentence,20227428,D Felony,Public Order,OWI,false,,,,,,,,Moderate
White,Male,25,Anamosa State Penitentiary,Prison,2019,2022,09/22/2017,12/11/2018,14,Discharged - Expiration of Sentence,20283342,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,41,Iowa Medical & Classification Center,Prison,2019,2022,03/26/2018,10/24/2018,6,Paroled to Detainer - Out of State,20429289,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,23,Fort Dodge Correctional Facility,Prison,2019,2022,01/23/2018,03/01/2019,13,Paroled to Detainer - Iowa,20256195,C Felony,Property,Vandalism,true,Tech,73,2.4,716.3,C Felony,Property,Vandalism,High
White,Male,50,Mount Pleasant Correctional Facility,Prison,2019,2022,01/09/2018,08/07/2018,6,Parole Granted,20309976,D Felony,Property,Burglary,true,Tech,546,18.2,713.6A,D Felony,Property,Burglary,Low
White,Male,34,Fort Dodge Correctional Facility,Prison,2019,2022,08/08/2018,11/26/2018,3,Discharged - Expiration of Sentence,20410652,Aggravated Misdemeanor,Drug,Drug Possession,true,New Charge,402,13.4,124.401(5)(c),D Felony,Drug,Drug Possession,Moderate
Black,Male,33,Mount Pleasant Correctional Facility,Prison,2019,2022,08/28/2018,03/26/2019,6,Parole Granted,20029109,B Felony,Drug,Trafficking,true,Tech,"1,022",34.1,124.401(1)(b)(3),B Felony,Drug,Trafficking,Low
White,Male,54,Mount Pleasant Correctional Facility,Prison,2019,2022,06/01/2018,10/16/2018,4,Discharged - Expiration of Sentence,20405868,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,Low
White,Male,39,Mount Pleasant Correctional Facility,Prison,2019,2022,07/30/2018,05/08/2019,9,Paroled w/Immediate Discharge,20468337,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,High
White,Male,22,Fort Dodge Correctional Facility,Prison,2019,2022,07/17/2017,01/09/2019,17,Paroled to Detainer - Iowa,20309395,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,27,Clarinda Correctional Facility,Prison,2019,2022,09/24/2018,06/26/2019,9,Parole Granted,20469979,Aggravated Misdemeanor,Property,Vandalism,false,,,,,,,,High
White,Male,23,Clarinda Correctional Facility,Prison,2019,2022,03/06/2018,02/01/2019,10,Parole Granted,20330919,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,Moderate
White,Female,38,Iowa Correctional Institution for Women,Prison,2019,2022,05/30/2018,04/10/2019,10,Parole Granted,20422006,Aggravated Misdemeanor,Violent,Assault,true,New Charge,835,27.8,708.2(3),Aggravated Misdemeanor,Violent,Assault,High
Black,Male,22,Iowa Medical & Classification Center,Work Release,2019,2022,10/05/2018,04/18/2019,6,Parole Granted,20376279,C Felony,Violent,Assault,true,Tech,83,2.8,708.4(1),C Felony,Violent,Assault,High
White,Male,33,Clarinda Correctional Facility,Prison,2019,2022,12/29/2017,10/11/2018,9,Parole Granted,20369942,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Female,44,Iowa Correctional Institution for Women,Prison,2019,2022,01/09/2018,12/06/2018,10,Discharged - Expiration of Sentence,20292841,D Felony,Property,Burglary,false,,,,,,,,Low
White,Male,26,Fort Dodge Correctional Facility,Prison,2019,2022,12/15/2017,08/08/2018,7,Discharged - Expiration of Sentence,20226397,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,30,Iowa Medical & Classification Center,Work Release,2019,2022,12/03/2018,01/30/2019,1,Discharged - Expiration of Sentence,20353094,D Felony,Public Order,OWI,false,,,,,,,,High
White,Male,31,Fort Dodge Correctional Facility,Prison,2019,2022,09/01/2016,07/22/2018,22,Discharged - Expiration of Sentence,20112682,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,27,Mount Pleasant Correctional Facility,Prison,2019,2022,12/15/2017,02/11/2019,13,Parole Granted,20220676,C Felony,Property,Theft,true,Tech,296,9.9,714.2(1),C Felony,Property,Theft,High
Hispanic,Female,23,Iowa Correctional Institution for Women,Prison,2019,2022,12/14/2018,05/20/2019,5,Parole Granted,20414584,D Felony,Drug,Trafficking,true,Tech,198,6.6,124.401(1)(d)(2),D Felony,Drug,Trafficking,Low
White,Male,33,North Central Correctional Facility,Prison,2019,2022,11/19/2018,05/15/2019,5,Parole Granted,20433524,D Felony,Property,Theft,true,Tech,265,8.8,714.2(2),D Felony,Property,Theft,High
Hispanic,Female,39,Iowa Correctional Institution for Women,Prison,2019,2022,04/30/2018,11/20/2018,6,Parole Granted,20314194,C Felony,Property,Theft,true,Tech,504,16.8,714.2(1),C Felony,Property,Theft,Low
White,Male,27,Iowa State Penitentiary,Prison,2019,2022,03/19/2018,12/12/2018,8,Discharged - Expiration of Sentence,20219936,C Felony,Other,Other Violent,false,,,,,,,,High
Black,Male,37,Clarinda Correctional Facility,Prison,2019,2022,03/09/2018,03/23/2019,12,Parole Granted,20380808,D Felony,Violent,Assault,true,Tech,760,25.3,708.2A(5),D Felony,Violent,Assault,High
Hispanic,Male,34,Newton Correctional Facility,Prison,2019,2022,01/09/2018,07/05/2018,5,Parole Granted,20235711,D Felony,Public Order,OWI,false,,,,,,,,Moderate
American Indian or Alaska Native,Male,26,Anamosa State Penitentiary,Prison,2019,2022,02/23/2015,02/19/2019,47,Discharged - Expiration of Sentence,20246164,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,28,Mount Pleasant Correctional Facility,Prison,2019,2022,05/21/2018,06/07/2019,12,Parole Granted,20196204,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,32,Iowa Medical & Classification Center,Work Release,2019,2022,04/18/2018,08/01/2018,3,Parole Granted,20277809,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,27,Districts/Compact Regions,Work Release,2019,2022,01/22/2019,05/01/2019,3,Parole Granted,20439000,C Felony,Property,Theft,false,,,,,,,,Low
White,Male,34,Fort Dodge Correctional Facility,Prison,2019,2022,05/08/2017,10/22/2018,17,Parole Granted,20181304,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,New Charge,617,20.6,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,High
White,Male,20,Iowa Medical & Classification Center,Work Release,2019,2022,02/01/2019,04/04/2019,2,Parole Granted,20433832,D Felony,Property,Theft,true,Tech,43,1.4,714.2(2),D Felony,Property,Theft,Low
